occupancy_rate,day_of_week,meal_period,hour,week_of_year,weather,temperature_f,patio_open,local_event,reservation_count,staff_count,discount_percent
0.779,Sunday,Brunch,10.96,19,Heat,87.9,No,No,16.0,7,30
0.803,Thursday,Dinner,19.19,41,Clear,70.9,No,Yes,24.0,7,0
0.8368,Friday,Lunch,14.56,30,Clear,78.3,No,No,12.0,6,25
0.9505,Saturday,Dinner,18.97,48,Clear,45.5,No,Yes,40.0,8,0
0.1222,Thursday,Lunch,14.52,35,Rain,74.8,No,No,8.0,6,0
0.8842,Monday,Dinner,18.65,2,Clear,63.5,Yes,No,24.0,9,0
0.4361,Saturday,Lunch,13.15,50,Clear,51.3,No,No,19.0,7,0
0.8961,Saturday,Brunch,11.53,39,Clear,73.7,Yes,No,17.0,8,0
0.7981,Sunday,Dinner,18.89,52,Cloudy,36.8,No,No,25.0,9,0
0.9864,Saturday,Dinner,19.57,27,Cloudy,69.4,Yes,Yes,26.0,10,30
0.1859,Thursday,Lunch,13.83,17,Rain,58.3,No,No,6.0,8,0
0.8616,Saturday,Brunch,10.04,27,Clear,72.3,Yes,No,11.0,5,15
0.6525,Monday,Lunch,13.61,31,Cloudy,81.2,Yes,Yes,14.0,5,0
0.7435,Tuesday,Lunch,12.15,50,Clear,50.2,No,No,10.0,6,25
0.7348,Friday,Lunch,11.9,15,Rain,61.3,Yes,No,12.0,6,10
0.6528,Friday,Lunch,12.79,13,Cloudy,68.9,No,No,9.0,6,0
0.8369,Saturday,Dinner,16.34,28,Clear,76.3,Yes,No,17.0,9,0
0.79,Thursday,Lunch,13.61,32,Clear,76.6,Yes,No,10.0,5,15
0.862,Monday,Lunch,12.57,8,Clear,55.5,No,No,12.0,6,30
0.9091,Monday,Lunch,13.08,25,Clear,77.2,Yes,No,11.0,6,20
0.813,Saturday,Lunch,14.52,35,Clear,79.3,Yes,No,7.0,6,0
0.3766,Wednesday,Lunch,11.35,43,Rain,62.6,No,No,9.0,5,20
0.6538,Monday,Dinner,19.35,20,Heat,73.9,Yes,No,13.0,8,0
0.7871,Monday,Lunch,13.4,29,Cloudy,67.0,Yes,No,6.0,4,25
0.9015,Thursday,Lunch,12.61,45,Clear,61.7,Yes,No,11.0,7,20
0.6065,Tuesday,Lunch,12.75,7,Clear,41.2,No,Yes,22.0,6,0
0.7842,Monday,Dinner,19.11,42,Clear,69.0,Yes,No,,8,0
0.8173,Wednesday,Lunch,12.35,26,Clear,80.6,Yes,No,16.0,7,0
0.4793,Tuesday,Lunch,12.64,49,Clear,57.3,No,No,14.0,5,0
0.4637,Wednesday,Lunch,11.87,26,Rain,77.2,Yes,Yes,14.0,5,0
0.7415,Sunday,Dinner,20.73,6,Clear,35.0,No,No,34.0,10,0
0.6319,Wednesday,Lunch,12.72,13,Rain,48.6,No,No,10.0,5,30
0.9624,Friday,Lunch,11.95,18,Clear,70.8,Yes,Yes,15.0,6,25
0.5951,Saturday,Brunch,10.46,13,Rain,57.2,No,No,16.0,7,30
0.8509,Thursday,Lunch,13.47,26,Clear,83.3,Yes,No,15.0,6,20
0.8009,Tuesday,Lunch,12.96,23,Clear,70.3,Yes,No,9.0,6,10
0.5056,Sunday,Dinner,19.12,31,Rain,65.1,No,No,22.0,8,0
0.4614,Wednesday,Lunch,11.87,42,Clear,61.8,No,No,15.0,4,0
0.1855,Monday,Lunch,14.64,13,Rain,64.1,Yes,No,9.0,6,0
0.7936,Wednesday,Dinner,19.42,10,Clear,50.7,No,No,11.0,8,20
0.4805,Friday,Lunch,12.19,34,Rain,65.3,Yes,No,10.0,6,0
0.3355,Sunday,Brunch,10.66,6,Cloudy,40.3,No,No,11.0,6,0
0.6054,Friday,Lunch,12.72,40,Rain,67.8,Yes,No,16.0,6,0
0.9454,Thursday,Dinner,20.4,24,Cloudy,56.6,Yes,No,11.0,8,30
0.8532,Friday,Lunch,12.57,9,Clear,55.9,Yes,No,9.0,5,0
0.6567,Wednesday,Lunch,13.85,12,Clear,55.9,No,No,8.0,5,25
0.8184,Saturday,Dinner,21.29,48,Clear,48.6,Yes,No,21.0,10,0
0.2917,Monday,Lunch,11.02,28,Cloudy,93.4,No,No,11.0,5,10
0.4642,Thursday,Lunch,11.83,21,Cloudy,91.9,Yes,No,9.0,5,0
0.5211,Tuesday,Dinner,17.94,11,Cloudy,66.3,No,No,,7,0
0.9737,Thursday,Lunch,11.42,22,Clear,77.4,Yes,Yes,9.0,7,25
0.975,Saturday,Dinner,19.12,25,Clear,80.5,Yes,Yes,37.0,10,0
0.7742,Wednesday,Lunch,12.74,3,Clear,40.5,Yes,No,14.0,7,0
0.8581,Saturday,Brunch,10.72,38,Cloudy,62.3,Yes,No,21.0,8,10
0.8753,Saturday,Dinner,19.42,16,Cloudy,59.2,Yes,No,18.0,8,0
0.3329,Tuesday,Lunch,13.77,39,Cloudy,64.3,No,No,9.0,5,0
0.7308,Saturday,Brunch,9.94,40,Rain,62.5,Yes,No,16.0,6,0
0.963,Sunday,Dinner,19.52,40,Clear,59.1,Yes,No,22.0,8,25
0.6233,Friday,Lunch,12.88,41,Clear,58.1,No,No,12.0,5,0
0.6489,Tuesday,Lunch,13.81,45,Clear,45.3,Yes,No,17.0,7,0
0.4936,Monday,Dinner,19.2,11,Rain,44.7,No,No,19.0,8,0
0.9261,Friday,Dinner,19.98,19,Clear,65.3,Yes,Yes,24.0,9,0
0.6542,Friday,Dinner,22.26,17,Clear,70.4,No,No,13.0,8,0
0.3403,Wednesday,Lunch,12.64,25,Heat,95.0,Yes,No,5.0,4,0
0.5991,Friday,Dinner,19.8,27,Heat,91.7,Yes,No,13.0,7,0
0.4591,Tuesday,Lunch,12.6,10,Cloudy,44.3,No,No,15.0,6,0
0.674,Thursday,Lunch,11.87,30,Cloudy,73.1,Yes,No,8.0,6,0
0.6507,Sunday,Lunch,12.67,52,Cloudy,39.4,No,No,16.0,6,0
0.6777,Friday,Dinner,19.67,8,Rain,38.7,No,Yes,30.0,8,0
0.6399,Sunday,Dinner,18.17,52,Rain,48.0,No,Yes,34.0,10,0
0.9892,Friday,Dinner,18.66,11,Clear,60.5,No,No,17.0,6,25
0.9074,Saturday,Dinner,18.68,48,Cloudy,50.4,Yes,No,27.0,10,0
0.8259,Sunday,Dinner,19.28,10,Clear,46.6,No,No,28.0,8,0
0.2512,Thursday,Lunch,13.7,30,Cloudy,71.3,No,No,6.0,5,0
0.5394,Wednesday,Lunch,11.66,49,Clear,62.7,No,No,8.0,6,10
0.7561,Thursday,Dinner,18.79,6,Cloudy,47.3,Yes,No,12.0,7,0
0.5851,Tuesday,Dinner,20.27,30,Rain,70.9,No,No,20.0,9,20
0.752,Thursday,Dinner,18.8,10,Cloudy,60.6,Yes,No,15.0,7,0
0.6436,Wednesday,Dinner,19.66,41,Rain,64.8,Yes,No,22.0,8,0
0.5496,Wednesday,Lunch,11.58,3,Clear,40.2,No,No,11.0,6,0
0.8454,Sunday,Lunch,13.07,43,Cloudy,59.6,Yes,No,16.0,7,10
0.659,Thursday,Dinner,19.23,25,Cloudy,85.5,Yes,No,9.0,8,0
0.2649,Sunday,Lunch,11.68,8,Rain,49.3,No,No,9.0,8,0
0.6717,Sunday,Lunch,12.94,30,Clear,77.5,Yes,No,16.0,6,0
0.9408,Monday,Dinner,20.17,26,Clear,76.3,Yes,No,15.0,7,30
0.673,Tuesday,Lunch,11.6,41,Clear,64.2,Yes,No,8.0,7,0
0.5713,Saturday,Dinner,20.55,49,Rain,45.0,No,Yes,36.0,10,0
0.9075,Friday,Lunch,13.86,39,Clear,76.0,Yes,No,12.0,5,5
0.7149,Thursday,Lunch,11.98,15,Cloudy,58.1,No,No,16.0,7,5
0.8661,Saturday,Dinner,21.4,9,Clear,50.2,No,No,19.0,9,10
0.8671,Saturday,Lunch,12.65,4,Rain,35.0,No,Yes,29.0,7,25
0.7012,Thursday,Dinner,17.52,31,Rain,81.2,Yes,No,23.0,9,15
0.6265,Saturday,Brunch,10.82,38,Rain,73.6,Yes,No,6.0,7,0
0.7509,Friday,Dinner,18.87,38,Cloudy,71.5,No,No,12.0,8,0
0.9247,Tuesday,Dinner,18.08,4,Clear,44.9,No,No,25.0,8,15
0.6394,Saturday,Lunch,11.0,28,Rain,86.6,Yes,No,13.0,6,15
0.9797,Saturday,Lunch,12.1,15,Rain,63.6,Yes,Yes,26.0,7,30
0.7349,Saturday,Brunch,10.34,27,Clear,85.9,Yes,No,14.0,7,0
0.9472,Saturday,Dinner,19.0,10,Clear,52.3,No,Yes,36.0,10,0
0.6199,Tuesday,Dinner,19.52,52,,47.5,No,No,20.0,8,0
0.8224,Wednesday,Dinner,19.58,13,Clear,52.9,Yes,No,20.0,7,0
0.81,Friday,Lunch,12.57,37,Clear,78.4,Yes,No,8.0,5,0
0.799,Monday,Lunch,12.21,20,Clear,64.1,No,No,9.0,5,30
0.8972,Thursday,Dinner,18.73,45,Cloudy,49.5,No,No,18.0,7,30
0.9165,Saturday,Dinner,17.99,1,Clear,43.2,No,No,22.0,8,30
0.9663,Saturday,Dinner,20.47,7,Clear,62.7,Yes,No,23.0,8,15
0.8631,Thursday,Dinner,20.02,24,Cloudy,75.0,Yes,No,10.0,7,10
0.931,Wednesday,Dinner,19.46,27,Clear,95.7,Yes,Yes,22.0,8,0
0.7509,Wednesday,Lunch,11.81,42,Clear,56.8,No,No,16.0,8,25
0.765,Saturday,Dinner,18.44,34,Heat,77.2,Yes,No,25.0,9,0
0.7704,Friday,Dinner,20.04,10,Cloudy,40.9,Yes,No,10.0,8,0
0.8032,Tuesday,Dinner,18.87,39,Cloudy,63.9,Yes,No,19.0,6,0
0.7677,Sunday,Brunch,11.54,44,Clear,51.5,Yes,Yes,27.0,8,0
0.6072,Wednesday,Lunch,13.41,46,Clear,51.3,Yes,No,8.0,4,10
0.8515,Thursday,Dinner,17.62,32,Clear,75.8,Yes,No,17.0,9,0
0.51,Friday,Lunch,14.93,47,Clear,47.6,No,No,13.0,5,0
0.8218,Monday,Dinner,20.25,37,Clear,69.3,Yes,No,16.0,7,0
0.8274,Sunday,Lunch,12.46,43,Clear,72.4,Yes,No,14.0,7,0
0.8696,Saturday,Dinner,19.12,6,Clear,57.2,No,Yes,37.0,8,0
0.5772,Thursday,Dinner,19.96,10,Clear,46.9,No,No,14.0,7,0
0.7479,Wednesday,Dinner,18.08,4,Cloudy,48.8,No,No,16.0,8,20
0.5684,Tuesday,Lunch,11.53,6,Cloudy,45.8,No,No,8.0,6,10
0.6632,Thursday,Lunch,12.3,20,Clear,87.1,Yes,No,10.0,5,0
0.6364,Friday,Dinner,19.56,11,Cloudy,59.2,No,No,25.0,8,0
0.4358,Wednesday,Lunch,13.54,18,Rain,66.9,Yes,No,8.0,6,0
0.3265,Tuesday,Lunch,12.85,6,Rain,51.2,No,No,13.0,8,15
0.9478,Sunday,Dinner,18.3,27,Rain,87.3,Yes,No,24.0,9,30
0.1645,Monday,Dinner,17.43,35,Rain,69.4,No,No,10.0,7,0
0.2999,Tuesday,Lunch,12.96,32,Rain,68.0,No,No,13.0,6,0
0.8165,Friday,Dinner,18.44,21,Rain,72.4,Yes,Yes,25.0,9,0
0.8903,Tuesday,Dinner,18.76,10,Clear,41.7,No,No,18.0,8,25
0.6278,Wednesday,Dinner,18.76,46,Rain,51.2,Yes,No,11.0,8,0
0.6478,Saturday,Lunch,13.34,2,Cloudy,55.7,No,No,15.0,7,5
0.7157,Saturday,Lunch,13.53,12,Cloudy,63.2,Yes,No,11.0,6,0
0.2344,Wednesday,Dinner,20.95,19,Rain,75.7,No,No,14.0,8,0
0.9802,Thursday,Dinner,20.06,5,Clear,57.4,Yes,No,24.0,9,25
0.2788,Sunday,Brunch,13.06,35,Rain,63.7,No,No,14.0,8,0
0.5446,Saturday,Lunch,12.75,48,Rain,38.4,No,Yes,23.0,8,0
0.8779,Saturday,Brunch,11.5,44,Clear,58.4,No,No,17.0,7,30
0.8622,Monday,Dinner,18.06,22,Clear,82.9,No,No,7.0,7,20
0.8478,Monday,Dinner,18.55,23,Clear,79.8,No,No,11.0,8,30
0.8133,Wednesday,Lunch,13.79,47,Cloudy,62.4,No,Yes,17.0,7,25
0.8548,Friday,Lunch,11.84,16,Clear,68.0,Yes,No,9.0,5,10
0.3796,Sunday,Lunch,12.83,16,Rain,63.9,No,No,18.0,9,10
0.5776,Wednesday,Lunch,12.2,28,Heat,84.0,Yes,No,5.0,4,0
0.8291,Thursday,Lunch,11.01,31,Clear,90.7,Yes,Yes,13.0,5,0
0.3978,Thursday,Lunch,12.0,47,Clear,47.8,No,No,12.0,5,0
0.559,Sunday,Dinner,19.66,18,Heat,82.8,No,No,21.0,9,0
0.7254,Saturday,Lunch,11.43,6,Cloudy,49.9,No,No,11.0,8,10
0.9483,Saturday,Brunch,11.44,17,Clear,60.9,Yes,No,12.0,6,30
0.8358,Friday,Lunch,12.2,38,Clear,82.0,Yes,No,10.0,4,0
0.784,Monday,Dinner,19.61,13,Clear,57.9,No,No,14.0,8,0
0.9389,Thursday,Dinner,19.47,24,Cloudy,64.7,Yes,No,18.0,9,0
0.9785,Friday,Dinner,19.0,39,Clear,67.3,Yes,Yes,29.0,9,30
0.6224,Sunday,Dinner,18.81,15,Cloudy,60.6,No,No,20.0,8,0
0.1883,Sunday,Brunch,10.18,12,Rain,54.3,No,No,17.0,7,0
0.9649,Thursday,Dinner,18.72,42,Clear,43.8,No,No,26.0,9,30
0.3118,Tuesday,Lunch,10.07,26,Clear,68.6,No,No,6.0,5,0
0.7409,Sunday,Lunch,12.47,27,Clear,83.2,Yes,No,14.0,5,0
0.6487,Sunday,Brunch,11.02,6,Clear,59.1,No,Yes,16.0,7,0
0.4529,Wednesday,Lunch,12.02,15,Clear,51.8,No,No,7.0,6,0
0.531,Thursday,Dinner,20.81,7,Cloudy,45.1,No,No,21.0,9,0
0.2799,Saturday,Lunch,12.9,40,Rain,69.1,No,No,8.0,7,0
0.891,Saturday,Lunch,12.26,26,Cloudy,83.6,Yes,Yes,21.0,8,0
0.6542,Thursday,Dinner,19.53,23,Cloudy,87.5,Yes,No,5.0,7,0
0.9216,Saturday,Dinner,19.27,43,Heat,75.1,Yes,No,26.0,10,5
0.8379,Thursday,Dinner,20.14,40,Clear,66.0,Yes,No,19.0,8,0
0.6654,Sunday,Dinner,21.42,36,Rain,73.8,Yes,No,22.0,9,15
0.8452,Friday,Dinner,19.9,25,Cloudy,80.9,Yes,Yes,25.0,10,0
0.9777,Friday,Dinner,18.9,2,Cloudy,52.5,Yes,Yes,34.0,10,20
0.4541,Thursday,Lunch,12.08,42,Clear,72.7,No,No,13.0,6,10
0.7837,Friday,Lunch,13.05,8,Cloudy,50.2,Yes,Yes,18.0,7,0
0.7396,Friday,Lunch,12.15,44,Clear,50.9,Yes,No,10.0,7,0
0.7705,Tuesday,Lunch,13.21,30,Rain,78.2,Yes,No,8.0,6,25
0.6956,Wednesday,Lunch,13.15,18,Clear,72.4,No,No,10.0,5,25
0.8266,Saturday,Dinner,17.52,21,Cloudy,70.7,No,Yes,33.0,10,0
0.7989,Monday,Dinner,20.5,30,Clear,68.8,No,No,16.0,9,20
0.99,Sunday,Dinner,18.29,16,Clear,67.9,Yes,Yes,33.0,10,0
0.7771,Monday,Dinner,19.7,43,Cloudy,62.2,Yes,No,19.0,7,0
0.6543,Tuesday,Lunch,13.18,43,Cloudy,63.9,Yes,Yes,15.0,6,0
0.7667,Sunday,Dinner,19.09,12,Clear,58.8,No,No,31.0,9,0
0.2831,Sunday,Brunch,11.11,48,Rain,52.1,No,No,12.0,6,0
0.6432,Monday,Lunch,14.13,32,Clear,75.4,Yes,No,12.0,5,0
0.4224,Sunday,Lunch,11.78,2,Cloudy,45.9,No,No,15.0,6,0
0.8737,Saturday,Dinner,19.93,50,Cloudy,60.9,No,Yes,37.0,9,0
0.3266,Monday,Dinner,21.11,25,Heat,82.5,No,No,16.0,7,0
0.7899,Tuesday,Dinner,20.11,1,Clear,52.1,No,No,19.0,6,15
0.9449,Monday,Dinner,19.58,31,Cloudy,76.0,Yes,No,,7,20
0.4754,Thursday,Lunch,10.89,52,Clear,52.4,No,No,10.0,7,0
0.4926,Tuesday,Lunch,12.44,8,Clear,58.5,No,No,15.0,6,0
0.2457,Thursday,Lunch,10.85,11,Rain,55.3,No,No,9.0,5,0
0.6614,Tuesday,Dinner,18.67,12,Cloudy,64.7,No,No,18.0,9,10
0.4743,Wednesday,Dinner,17.6,16,Clear,69.7,No,No,14.0,9,0
0.7909,Sunday,Lunch,12.05,22,Cloudy,73.6,Yes,No,14.0,7,0
0.7647,Friday,Lunch,12.09,35,Cloudy,79.7,Yes,Yes,6.0,4,0
0.6756,Monday,Lunch,13.59,13,Clear,54.0,Yes,No,9.0,5,0
0.8716,Thursday,Lunch,13.93,50,Cloudy,48.4,Yes,No,15.0,6,25
0.787,Friday,Lunch,13.32,11,Cloudy,73.2,Yes,No,13.0,6,0
0.9032,Tuesday,Dinner,18.33,24,Clear,84.6,Yes,No,17.0,7,0
0.1683,Monday,Lunch,14.39,38,Heat,75.3,No,No,6.0,5,0
0.4114,Sunday,Brunch,10.26,35,Rain,67.9,Yes,No,10.0,6,0
0.9529,Saturday,Dinner,19.16,28,Heat,94.7,Yes,Yes,24.0,8,0
0.8455,Tuesday,Dinner,19.66,20,Clear,85.4,Yes,No,11.0,7,0
0.8928,Friday,Dinner,19.46,26,Cloudy,68.0,Yes,No,18.0,9,0
0.674,Friday,Lunch,12.19,51,Cloudy,36.8,No,Yes,12.0,6,0
0.4178,Thursday,Dinner,20.76,30,Rain,70.9,No,No,16.0,7,0
0.9336,Sunday,Dinner,18.87,31,Clear,79.5,Yes,No,24.0,8,0
0.4552,Tuesday,Dinner,20.39,10,Cloudy,47.6,No,No,12.0,7,0
0.9706,Thursday,Dinner,19.66,37,Clear,74.1,Yes,Yes,16.0,7,20
0.5958,Saturday,Lunch,11.17,45,Clear,57.1,No,No,18.0,6,0
0.2002,Tuesday,Lunch,11.32,38,Rain,70.6,No,Yes,18.0,6,0
0.5614,Monday,Lunch,13.66,49,Cloudy,44.3,No,No,11.0,4,20
0.4518,Monday,Dinner,19.03,27,Rain,65.9,No,No,16.0,8,10
0.7821,Tuesday,Lunch,12.48,16,Cloudy,56.0,No,No,15.0,7,25
0.9297,Sunday,Lunch,12.77,5,Clear,51.7,Yes,No,21.0,7,15
0.9574,Friday,Dinner,19.59,38,Rain,68.1,Yes,Yes,26.0,10,20
0.9678,Sunday,Dinner,17.99,13,Clear,70.5,Yes,Yes,41.0,11,15
0.5504,Thursday,Lunch,13.48,19,Cloudy,67.7,No,No,7.0,5,15
0.8372,Sunday,Lunch,14.86,16,Cloudy,78.8,Yes,No,20.0,7,15
0.84,Wednesday,Dinner,18.26,48,Clear,61.8,No,Yes,31.0,8,0
0.7941,Sunday,Lunch,10.93,30,Cloudy,85.7,No,No,15.0,7,30
0.7366,Thursday,Lunch,12.14,34,Cloudy,64.8,Yes,No,10.0,5,0
0.4524,Tuesday,Lunch,13.74,51,Clear,45.7,No,No,8.0,5,20
0.4588,Sunday,Dinner,18.98,10,Rain,57.0,No,No,26.0,10,0
0.6723,Tuesday,Lunch,12.95,33,Clear,61.1,No,No,9.0,6,25
0.5947,Sunday,Brunch,10.16,9,Clear,53.9,No,No,12.0,6,0
0.6132,Monday,Lunch,12.39,23,Cloudy,72.2,Yes,No,8.0,8,0
0.3227,Monday,Dinner,19.08,1,Rain,37.5,No,No,22.0,10,0
0.7222,Friday,Lunch,14.32,3,Rain,54.4,No,No,8.0,6,25
0.5711,Sunday,Lunch,14.02,37,Clear,69.6,No,No,11.0,6,15
0.5089,Monday,Lunch,12.73,30,Cloudy,79.8,Yes,No,12.0,7,0
0.9614,Saturday,Lunch,11.48,27,Clear,79.7,Yes,Yes,19.0,7,30
0.7218,Saturday,Lunch,12.35,35,Cloudy,87.9,Yes,No,16.0,8,0
0.8133,Tuesday,Dinner,19.36,34,Heat,79.7,No,No,15.0,9,30
0.7746,Tuesday,Dinner,17.66,23,Cloudy,88.9,Yes,No,15.0,7,0
0.8451,Monday,Dinner,18.54,15,Clear,58.5,Yes,No,20.0,8,0
0.8111,Wednesday,Dinner,20.33,2,Clear,40.2,No,No,17.0,6,10
0.6281,Thursday,Dinner,18.07,3,Cloudy,46.8,Yes,No,15.0,8,0
0.8573,Wednesday,Dinner,18.86,29,Rain,77.1,Yes,No,20.0,9,25
0.5977,Sunday,Lunch,13.89,47,Clear,38.9,No,No,18.0,8,15
0.8697,Sunday,Lunch,13.37,43,Clear,69.7,Yes,No,14.0,9,0
0.7516,Saturday,Lunch,12.37,42,Cloudy,48.2,Yes,No,17.0,7,0
0.8787,Sunday,Lunch,13.5,37,Clear,71.4,Yes,Yes,32.0,8,0
0.7898,Sunday,Lunch,12.31,16,Clear,70.0,Yes,No,18.0,6,0
0.8286,Thursday,Lunch,13.27,21,Cloudy,61.2,No,No,11.0,6,15
0.8412,Sunday,Brunch,10.39,1,Clear,59.7,Yes,No,7.0,6,20
0.9576,Saturday,Dinner,19.35,41,Cloudy,71.5,No,No,29.0,8,20
0.8567,Tuesday,Lunch,11.72,16,Clear,62.9,Yes,No,5.0,5,10
0.5998,Wednesday,Lunch,13.03,21,Cloudy,84.4,Yes,No,14.0,6,5
0.1201,Thursday,Lunch,14.91,47,Rain,53.4,No,No,11.0,5,0
0.7751,Tuesday,Lunch,13.06,23,,73.0,Yes,No,9.0,5,10
0.2293,Tuesday,Lunch,12.82,16,Rain,65.7,No,No,11.0,5,0
0.9599,Friday,Dinner,18.93,37,Clear,59.4,Yes,No,19.0,9,15
0.2063,Saturday,Lunch,14.18,3,Rain,41.8,No,No,9.0,5,0
0.5244,Monday,Lunch,13.23,37,Cloudy,71.0,Yes,No,5.0,5,0
0.883,Friday,Dinner,18.89,12,Clear,52.2,No,Yes,26.0,8,0
0.921,Friday,Lunch,12.74,40,Clear,67.0,Yes,Yes,15.0,5,0
0.4027,Tuesday,Lunch,12.29,13,Clear,58.8,No,No,17.0,7,0
0.6193,Friday,Lunch,12.67,25,Clear,82.4,No,No,8.0,6,10
0.798,Friday,Lunch,13.58,32,Rain,62.4,Yes,No,11.0,6,30
0.9708,Sunday,Brunch,9.97,12,Clear,54.4,Yes,No,15.0,8,30
0.9282,Saturday,Lunch,10.88,5,Clear,57.1,Yes,Yes,19.0,6,0
0.7942,Sunday,Lunch,11.67,28,Heat,83.9,Yes,No,9.0,7,20
0.7949,Tuesday,Lunch,12.38,30,Clear,76.8,Yes,No,17.0,6,0
0.9751,Saturday,Dinner,19.73,12,Clear,67.8,Yes,No,22.0,9,30
0.4984,Wednesday,Dinner,19.98,47,Rain,47.3,No,No,13.0,7,5
0.5031,Sunday,Lunch,12.48,36,Heat,82.3,No,No,11.0,7,0
0.6851,Tuesday,Dinner,19.57,12,Clear,55.0,No,No,15.0,8,15
0.9135,Sunday,Dinner,17.8,34,Clear,70.9,Yes,No,24.0,10,0
0.9525,Monday,Dinner,18.8,11,Clear,71.4,Yes,No,17.0,8,10
0.8829,Saturday,Dinner,20.13,2,Cloudy,43.4,Yes,No,30.0,10,0
0.8534,Friday,Dinner,20.12,32,Heat,82.8,No,Yes,25.0,9,15
0.9281,Saturday,Dinner,19.37,34,Clear,71.2,Yes,No,19.0,10,0
0.5861,Saturday,Brunch,11.33,34,Cloudy,71.0,No,No,13.0,6,0
0.5887,Sunday,Lunch,13.5,40,Cloudy,56.4,Yes,Yes,27.0,7,0
0.8927,Thursday,Lunch,12.95,48,Cloudy,62.4,No,No,12.0,6,30
0.8072,Wednesday,Dinner,19.76,9,Rain,48.8,No,No,18.0,8,25
0.6702,Monday,Lunch,13.16,44,Clear,52.4,No,Yes,12.0,5,15
0.405,Tuesday,Dinner,17.12,50,Clear,53.5,No,No,12.0,9,0
0.8875,Monday,Lunch,11.96,22,Cloudy,70.3,Yes,No,14.0,6,15
0.8739,Sunday,Dinner,19.54,29,Heat,90.9,Yes,Yes,27.0,8,0
0.7436,Friday,Dinner,16.24,1,Cloudy,39.5,Yes,No,20.0,6,0
0.5437,Thursday,Dinner,19.16,5,Rain,42.1,No,No,18.0,8,0
0.951,Thursday,Dinner,18.6,23,Clear,77.5,Yes,No,8.0,7,20
0.9522,Wednesday,Dinner,20.21,35,Clear,79.0,Yes,No,16.0,9,20
0.7743,Thursday,Dinner,19.99,40,Clear,72.5,Yes,No,13.0,8,0
0.5248,Monday,Lunch,13.99,51,Clear,50.1,No,No,12.0,4,20
0.6135,Monday,Dinner,19.41,41,Clear,51.4,No,Yes,23.0,8,0
0.7174,Wednesday,Lunch,13.16,14,Cloudy,68.9,No,No,12.0,6,15
0.9817,Saturday,Dinner,18.78,33,Clear,71.9,Yes,Yes,32.0,9,20
0.5466,Sunday,Brunch,9.64,1,Cloudy,56.1,Yes,No,10.0,6,0
0.8691,Sunday,Brunch,11.17,50,Rain,55.1,No,Yes,30.0,7,30
0.961,Thursday,Dinner,19.69,52,Cloudy,60.9,Yes,No,,7,20
0.976,Friday,Dinner,20.36,50,Clear,52.5,No,Yes,25.0,10,20
0.9474,Saturday,Dinner,18.47,2,Cloudy,55.0,Yes,Yes,32.0,10,0
0.519,Sunday,Lunch,12.32,20,Cloudy,58.7,No,No,,6,0
0.3274,Sunday,Lunch,13.34,13,Clear,45.1,No,No,13.0,7,0
0.7869,Monday,Dinner,19.54,20,Cloudy,81.6,Yes,No,17.0,8,0
0.8456,Wednesday,Lunch,13.37,36,Clear,72.4,Yes,No,14.0,6,10
0.6397,Wednesday,Lunch,12.7,50,Clear,59.1,Yes,No,15.0,7,0
0.7059,Sunday,Dinner,18.51,9,Cloudy,53.0,No,No,18.0,10,0
0.8378,Thursday,Dinner,19.77,23,Clear,93.0,Yes,No,19.0,8,0
0.8297,Saturday,Dinner,18.44,37,Clear,75.7,Yes,No,19.0,7,0
0.675,Wednesday,Lunch,12.49,47,Cloudy,50.4,No,No,14.0,4,30
0.9631,Thursday,Dinner,19.8,37,Cloudy,74.4,Yes,No,16.0,7,20
0.9221,Friday,Lunch,11.73,22,Cloudy,79.0,Yes,No,11.0,4,25
0.616,Wednesday,Dinner,18.79,11,Clear,58.3,No,No,13.0,9,0
0.6432,Thursday,Lunch,11.12,4,Clear,56.4,Yes,No,14.0,4,0
0.6637,Thursday,Lunch,12.01,1,Rain,45.5,No,No,24.0,7,25
0.7766,Saturday,Brunch,11.9,7,Clear,47.8,No,No,16.0,7,0
0.5182,Saturday,Dinner,20.05,32,Clear,70.9,No,No,22.0,9,0
0.7357,Monday,Dinner,17.54,51,Rain,49.2,No,No,18.0,8,30
0.9669,Saturday,Lunch,12.99,35,Clear,77.9,Yes,Yes,20.0,6,15
0.849,Wednesday,Dinner,18.24,38,Cloudy,74.9,No,No,17.0,8,25
0.8904,Tuesday,Dinner,20.54,15,Cloudy,58.9,Yes,No,16.0,7,15
0.9887,Saturday,Dinner,19.91,22,Clear,76.3,Yes,No,15.0,8,0
0.75,Wednesday,Dinner,18.69,50,Clear,48.1,No,No,16.0,8,15
0.6356,Sunday,Lunch,13.65,20,Clear,93.4,Yes,No,9.0,6,0
0.7012,Monday,Lunch,13.41,39,Clear,68.4,Yes,Yes,10.0,6,0
0.6332,Tuesday,Lunch,12.24,15,Cloudy,53.5,Yes,No,11.0,5,0
0.9095,Friday,Lunch,13.29,13,Cloudy,62.2,Yes,No,14.0,6,15
0.9549,Friday,Dinner,19.36,52,Clear,41.9,No,No,21.0,9,30
0.3251,Tuesday,Lunch,13.87,7,Clear,57.1,No,No,14.0,5,0
0.7396,Thursday,Dinner,19.45,25,Rain,77.3,Yes,No,13.0,7,0
0.866,Sunday,Dinner,19.35,12,Clear,46.6,No,No,15.0,8,25
